lowlevel.spectral_flux.mean,lowlevel.spectral_kurtosis.mean,lowlevel.spectral_rms.mean,lowlevel.spectral_rolloff.mean,lowlevel.spectral_skewness.mean,lowlevel.spectral_spread.mean,lowlevel.spectral_decrease.mean,lowlevel.spectral_centroid.mean,lowlevel.spectral_complexity.mean,lowlevel.spectral_contrast_coeffs.mean.0,lowlevel.spectral_contrast_coeffs.mean.1,lowlevel.spectral_contrast_coeffs.mean.2,lowlevel.spectral_contrast_coeffs.mean.3,lowlevel.spectral_contrast_coeffs.mean.4,lowlevel.spectral_contrast_coeffs.mean.5,lowlevel.spectral_contrast_valleys.mean.0,lowlevel.spectral_contrast_valleys.mean.1,lowlevel.spectral_contrast_valleys.mean.2,lowlevel.spectral_contrast_valleys.mean.3,lowlevel.spectral_contrast_valleys.mean.4,lowlevel.spectral_contrast_valleys.mean.5,lowlevel.dissonance.mean
0.10,5.10,0.01,1502.06,1.79,4795496.50,0.00,1298.36,30.31,-0.66,-0.74,-0.78,-0.80,-0.80,-0.78,-7.34,-5.90,-6.40,-6.87,-7.07,-9.69,0.47
0.09,5.03,0.00,1611.16,1.80,5210134.00,0.00,1302.59,27.96,-0.67,-0.75,-0.79,-0.80,-0.81,-0.78,-7.30,-6.00,-6.50,-6.95,-7.16,-9.69,0.47
0.08,5.16,0.00,1788.69,1.82,5488802.00,0.00,1442.99,22.82,-0.70,-0.76,-0.79,-0.81,-0.81,-0.79,-7.46,-6.18,-6.74,-7.17,-7.33,-9.79,0.47
0.07,5.05,0.00,1912.15,1.81,5371831.00,0.00,1528.94,20.89,-0.71,-0.76,-0.80,-0.81,-0.81,-0.79,-7.59,-6.35,-6.90,-7.33,-7.43,-9.85,0.47
0.06,4.72,0.00,2182.99,1.72,5024383.00,0.00,1657.32,19.49,-0.72,-0.77,-0.79,-0.81,-0.81,-0.79,-7.99,-6.57,-7.13,-7.45,-7.53,-9.94,0.47
0.06,4.51,0.00,2550.97,1.67,5762903.00,0.00,1809.49,20.78,-0.71,-0.77,-0.79,-0.80,-0.81,-0.79,-8.21,-6.62,-7.17,-7.50,-7.48,-9.82,0.47
0.07,4.30,0.00,2817.50,1.63,5261241.00,0.00,1918.45,23.33,-0.71,-0.76,-0.79,-0.80,-0.80,-0.79,-8.28,-6.61,-7.09,-7.42,-7.36,-9.65,0.47
0.07,4.11,0.00,3079.25,1.59,5697629.00,0.00,2042.80,25.56,-0.71,-0.76,-0.79,-0.79,-0.80,-0.78,-8.40,-6.57,-7.09,-7.38,-7.26,-9.48,0.47
0.07,3.70,0.00,3284.53,1.51,5734803.50,0.00,2113.19,26.73,-0.70,-0.75,-0.79,-0.78,-0.79,-0.78,-8.53,-6.54,-7.08,-7.37,-7.17,-9.37,0.47
0.07,3.38,0.00,3412.30,1.44,5977888.50,0.00,2183.93,28.33,-0.70,-0.75,-0.78,-0.78,-0.79,-0.77,-8.51,-6.45,-7.08,-7.31,-7.08,-9.23,0.47
0.08,3.09,0.00,3501.30,1.37,6110327.00,0.00,2256.13,30.16,-0.69,-0.74,-0.77,-0.77,-0.78,-0.76,-8.56,-6.40,-7.04,-7.26,-6.98,-9.09,0.47
0.08,3.09,0.00,3510.39,1.35,5734435.00,0.00,2287.31,31.84,-0.69,-0.73,-0.76,-0.76,-0.78,-0.75,-8.42,-6.35,-6.99,-7.19,-6.87,-8.99,0.46
0.08,2.75,0.00,3478.33,1.28,6001248.00,0.00,2299.59,33.64,-0.68,-0.73,-0.75,-0.74,-0.77,-0.75,-8.31,-6.24,-6.99,-7.14,-6.76,-8.92,0.46
0.08,2.95,0.00,3265.87,1.30,5304068.00,0.00,2167.88,33.96,-0.67,-0.72,-0.75,-0.73,-0.78,-0.74,-8.17,-6.22,-6.97,-7.14,-6.75,-9.01,0.46
0.09,2.99,0.00,3018.95,1.32,5442192.00,0.00,2013.34,32.80,-0.67,-0.71,-0.74,-0.72,-0.78,-0.74,-8.02,-6.18,-7.01,-7.15,-6.82,-9.06,0.46
0.08,3.13,0.00,2850.52,1.35,5439757.00,0.00,1922.75,30.44,-0.68,-0.70,-0.73,-0.72,-0.77,-0.74,-7.97,-6.25,-7.15,-7.25,-6.95,-9.20,0.45
0.08,3.36,0.01,2572.50,1.40,5473381.50,0.00,1817.18,30.04,-0.67,-0.69,-0.73,-0.72,-0.77,-0.74,-7.89,-6.21,-7.09,-7.22,-6.97,-9.24,0.45
0.08,3.35,0.00,2243.28,1.41,5649127.00,0.00,1698.15,27.31,-0.68,-0.68,-0.72,-0.72,-0.77,-0.74,-7.83,-6.27,-7.24,-7.35,-7.11,-9.40,0.44
0.08,3.83,0.01,2041.35,1.49,5030778.50,0.00,1639.04,26.62,-0.68,-0.69,-0.72,-0.71,-0.77,-0.74,-7.77,-6.25,-7.26,-7.31,-7.11,-9.52,0.44
0.08,3.88,0.00,1829.36,1.51,5181864.00,0.00,1540.92,23.98,-0.69,-0.69,-0.72,-0.72,-0.78,-0.75,-7.75,-6.27,-7.33,-7.40,-7.23,-9.63,0.44
0.08,3.99,0.00,2017.90,1.55,5221191.00,0.00,1524.87,22.84,-0.70,-0.69,-0.72,-0.73,-0.78,-0.76,-7.64,-6.28,-7.34,-7.42,-7.22,-9.61,0.44
0.08,3.93,0.00,2020.29,1.54,5017673.00,0.00,1527.53,23.24,-0.70,-0.70,-0.73,-0.74,-0.78,-0.76,-7.68,-6.23,-7.28,-7.34,-7.21,-9.58,0.45
0.08,4.17,0.00,2146.14,1.58,5113866.00,0.00,1583.44,24.24,-0.70,-0.70,-0.73,-0.75,-0.78,-0.76,-7.80,-6.19,-7.25,-7.29,-7.13,-9.54,0.45
0.08,4.21,0.00,2238.50,1.57,5347746.00,0.00,1612.45,24.91,-0.69,-0.70,-0.73,-0.76,-0.79,-0.76,-7.96,-6.22,-7.19,-7.28,-7.13,-9.52,0.45
0.08,4.00,0.00,2246.15,1.55,5483924.50,0.00,1622.21,25.02,-0.69,-0.71,-0.73,-0.77,-0.79,-0.77,-8.19,-6.22,-7.15,-7.29,-7.13,-9.53,0.45
0.09,3.95,0.00,2343.77,1.54,5550315.00,0.00,1676.75,29.36,-0.68,-0.71,-0.73,-0.77,-0.79,-0.77,-8.11,-6.06,-6.91,-7.13,-6.93,-9.33,0.45
0.09,3.93,0.00,2430.38,1.54,5571615.50,0.00,1716.73,31.20,-0.68,-0.72,-0.74,-0.78,-0.79,-0.77,-8.13,-6.04,-6.83,-7.06,-6.88,-9.31,0.46
0.08,4.06,0.00,2509.81,1.54,5123150.00,0.00,1770.75,31.87,-0.68,-0.73,-0.75,-0.79,-0.79,-0.77,-8.19,-6.04,-6.80,-7.07,-6.83,-9.35,0.46
0.08,4.05,0.00,2535.18,1.54,5149214.50,0.00,1775.04,32.78,-0.66,-0.73,-0.76,-0.79,-0.79,-0.77,-8.26,-6.01,-6.71,-7.01,-6.82,-9.32,0.46
0.09,4.03,0.00,2442.82,1.55,5555543.00,0.00,1733.69,34.78,-0.65,-0.73,-0.76,-0.80,-0.79,-0.77,-8.17,-5.94,-6.53,-6.94,-6.77,-9.20,0.46
0.09,4.16,0.01,2481.58,1.57,5241903.50,0.00,1733.69,36.73,-0.65,-0.74,-0.76,-0.80,-0.79,-0.77,-8.00,-5.87,-6.45,-6.83,-6.71,-9.16,0.46
0.10,4.26,0.01,2125.09,1.59,5384338.00,0.00,1671.64,35.96,-0.64,-0.73,-0.75,-0.79,-0.79,-0.77,-7.93,-5.93,-6.41,-6.86,-6.76,-9.26,0.46
0.09,4.59,0.00,1925.07,1.65,4952640.50,0.00,1593.27,33.11,-0.64,-0.74,-0.75,-0.80,-0.79,-0.77,-7.92,-5.98,-6.49,-6.94,-6.88,-9.41,0.47
0.08,4.76,0.00,1759.98,1.69,4844017.50,0.00,1484.48,31.11,-0.65,-0.74,-0.76,-0.80,-0.80,-0.78,-7.78,-6.02,-6.48,-7.01,-6.96,-9.52,0.47
0.08,5.24,0.00,1665.23,1.77,4719365.00,0.00,1449.22,29.20,-0.65,-0.73,-0.76,-0.80,-0.80,-0.78,-7.78,-6.12,-6.52,-7.06,-7.06,-9.63,0.46
0.09,5.08,0.01,1555.18,1.80,5062575.50,0.00,1389.61,31.24,-0.65,-0.72,-0.75,-0.80,-0.79,-0.78,-7.55,-6.04,-6.45,-6.93,-6.99,-9.49,0.46
0.10,5.14,0.01,1482.92,1.83,5400279.00,0.00,1323.14,30.89,-0.66,-0.72,-0.76,-0.80,-0.79,-0.78,-7.31,-5.96,-6.45,-6.92,-6.99,-9.47,0.47
0.10,5.20,0.01,1423.24,1.85,5296002.50,0.00,1288.81,29.64,-0.67,-0.71,-0.76,-0.80,-0.80,-0.79,-7.20,-6.01,-6.45,-6.90,-7.03,-9.46,0.47
0.10,5.31,0.01,1344.13,1.88,5415353.50,0.00,1242.31,28.71,-0.67,-0.72,-0.75,-0.80,-0.80,-0.79,-7.08,-6.01,-6.46,-6.92,-7.08,-9.48,0.47
0.10,5.42,0.01,1307.19,1.91,5551342.50,0.00,1225.55,27.35,-0.69,-0.71,-0.75,-0.80,-0.80,-0.79,-6.99,-6.11,-6.52,-7.00,-7.16,-9.53,0.46
0.10,5.26,0.01,1297.02,1.90,5621726.00,0.00,1205.25,25.60,-0.69,-0.71,-0.76,-0.80,-0.80,-0.79,-7.05,-6.16,-6.57,-7.06,-7.24,-9.60,0.46
0.09,5.29,0.00,1335.06,1.91,5812256.50,0.00,1217.12,24.27,-0.70,-0.71,-0.77,-0.81,-0.80,-0.80,-7.16,-6.23,-6.64,-7.13,-7.29,-9.64,0.46
0.10,5.60,0.00,1355.61,1.97,6078027.00,0.00,1199.97,26.41,-0.70,-0.70,-0.77,-0.81,-0.80,-0.80,-7.11,-6.17,-6.65,-7.02,-7.24,-9.58,0.46
0.12,5.59,0.01,1376.93,1.99,6426238.00,0.00,1188.86,27.89,-0.70,-0.69,-0.77,-0.81,-0.80,-0.80,-7.12,-6.13,-6.63,-6.94,-7.21,-9.51,0.45
0.12,5.41,0.01,1419.65,1.98,6898091.50,0.00,1204.50,26.71,-0.71,-0.68,-0.77,-0.81,-0.80,-0.80,-7.28,-6.26,-6.74,-7.03,-7.33,-9.54,0.45
0.12,5.31,0.01,1559.00,2.02,7822064.00,0.00,1254.86,26.30,-0.74,-0.71,-0.78,-0.82,-0.80,-0.81,-7.21,-6.31,-6.84,-7.08,-7.49,-9.55,0.43
0.14,5.24,0.01,1783.67,2.03,9314341.00,0.00,1319.39,25.83,-0.78,-0.74,-0.81,-0.82,-0.81,-0.82,-7.17,-6.36,-6.99,-7.25,-7.62,-9.66,0.39
0.05,12.24,0.01,775.20,2.63,3846026.00,0.00,717.21,9.71,-0.59,-0.50,-0.59,-0.72,-0.75,-0.79,-8.60,-7.27,-8.37,-9.07,-8.54,-11.12,0.36
0.05,11.76,0.01,789.55,2.55,3993137.00,0.00,743.03,9.78,-0.61,-0.50,-0.60,-0.72,-0.74,-0.78,-8.52,-7.25,-8.36,-9.06,-8.50,-11.09,0.37
0.04,10.18,0.00,803.43,2.34,4389043.50,0.00,781.94,8.84,-0.62,-0.52,-0.62,-0.72,-0.75,-0.78,-8.86,-7.59,-8.71,-9.36,-8.76,-11.38,0.38
0.04,10.34,0.00,884.30,2.34,4052437.25,0.00,822.29,9.24,-0.61,-0.53,-0.63,-0.73,-0.74,-0.78,-8.91,-7.53,-8.72,-9.37,-8.76,-11.46,0.39
0.05,10.03,0.00,888.60,2.27,3366242.50,0.00,830.96,10.13,-0.60,-0.55,-0.62,-0.72,-0.73,-0.77,-8.84,-7.31,-8.67,-9.32,-8.71,-11.54,0.40
0.04,10.15,0.00,883.82,2.28,3699790.50,0.00,837.39,9.31,-0.59,-0.57,-0.64,-0.72,-0.74,-0.78,-9.13,-7.40,-8.89,-9.49,-8.94,-11.77,0.41
0.04,9.90,0.00,896.26,2.24,3473130.25,0.00,829.56,9.51,-0.57,-0.58,-0.64,-0.72,-0.73,-0.77,-9.16,-7.33,-8.95,-9.53,-8.97,-11.86,0.41
0.04,11.25,0.00,854.63,2.36,3556955.50,0.00,810.57,9.53,-0.55,-0.58,-0.65,-0.72,-0.73,-0.77,-9.24,-7.25,-8.85,-9.50,-8.96,-11.89,0.41
0.05,11.17,0.00,808.69,2.37,3420164.25,0.00,770.45,9.89,-0.52,-0.60,-0.64,-0.72,-0.73,-0.77,-9.23,-7.06,-8.76,-9.42,-8.92,-11.88,0.42
0.05,11.80,0.00,749.36,2.41,3637654.75,0.00,725.30,10.29,-0.49,-0.59,-0.65,-0.72,-0.72,-0.77,-9.23,-6.96,-8.59,-9.35,-8.87,-11.87,0.42
0.06,11.75,0.00,652.70,2.43,3586614.75,0.00,671.22,10.80,-0.46,-0.61,-0.65,-0.72,-0.73,-0.77,-9.25,-6.71,-8.49,-9.27,-8.79,-11.84,0.42
0.06,11.83,0.00,611.06,2.44,2965914.75,0.00,677.29,11.13,-0.44,-0.61,-0.65,-0.71,-0.72,-0.77,-9.32,-6.58,-8.47,-9.29,-8.77,-11.91,0.42
0.06,12.32,0.01,623.51,2.48,3357244.50,0.00,653.43,11.60,-0.42,-0.61,-0.65,-0.72,-0.71,-0.77,-9.28,-6.46,-8.35,-9.25,-8.73,-11.87,0.43
0.06,12.00,0.01,603.41,2.43,3039750.50,0.00,663.19,11.91,-0.40,-0.62,-0.65,-0.71,-0.71,-0.76,-9.36,-6.42,-8.28,-9.27,-8.76,-11.89,0.44
0.05,10.41,0.00,601.02,2.27,3256332.50,0.00,674.11,11.82,-0.40,-0.63,-0.66,-0.71,-0.71,-0.75,-9.47,-6.51,-8.30,-9.28,-8.77,-11.88,0.44
0.06,10.68,0.01,650.78,2.29,3339050.25,0.00,699.63,11.82,-0.39,-0.63,-0.65,-0.72,-0.71,-0.75,-9.54,-6.41,-8.24,-9.19,-8.69,-11.80,0.44
0.06,9.56,0.01,667.05,2.17,3564932.25,0.00,748.82,12.09,-0.41,-0.63,-0.65,-0.72,-0.70,-0.75,-9.45,-6.45,-8.19,-9.19,-8.67,-11.75,0.44
0.05,9.65,0.00,742.18,2.15,3700469.75,0.00,801.76,11.51,-0.44,-0.63,-0.65,-0.73,-0.70,-0.76,-9.53,-6.52,-8.30,-9.27,-8.71,-11.76,0.43
0.06,8.74,0.00,800.56,2.04,3649132.75,0.00,857.94,12.29,-0.47,-0.63,-0.65,-0.71,-0.69,-0.75,-9.44,-6.48,-8.28,-9.24,-8.67,-11.75,0.44
0.05,8.62,0.00,883.82,2.02,3337322.75,0.00,909.63,12.07,-0.50,-0.62,-0.65,-0.70,-0.69,-0.75,-9.56,-6.57,-8.33,-9.27,-8.73,-11.82,0.44
0.05,8.53,0.00,937.41,1.98,3488183.50,0.00,957.01,12.44,-0.52,-0.62,-0.65,-0.70,-0.68,-0.74,-9.42,-6.48,-8.29,-9.17,-8.64,-11.71,0.44
0.05,8.07,0.00,1014.45,1.91,2991952.00,0.00,1025.66,12.20,-0.55,-0.62,-0.65,-0.70,-0.68,-0.74,-9.56,-6.60,-8.38,-9.23,-8.70,-11.79,0.44
0.05,8.38,0.00,1002.97,1.96,3278741.25,0.00,1028.47,12.60,-0.58,-0.61,-0.65,-0.70,-0.68,-0.74,-9.44,-6.62,-8.35,-9.17,-8.74,-11.73,0.44
0.04,8.11,0.00,1024.02,1.90,3865493.25,0.00,1077.63,12.49,-0.59,-0.62,-0.64,-0.70,-0.67,-0.74,-9.50,-6.62,-8.45,-9.17,-8.80,-11.72,0.44
0.04,8.68,0.00,1015.41,1.99,3530137.00,0.00,1068.07,12.33,-0.61,-0.62,-0.63,-0.70,-0.67,-0.75,-9.38,-6.64,-8.47,-9.16,-8.85,-11.72,0.43
0.04,9.09,0.00,1049.38,2.04,3133917.50,0.00,1091.23,12.56,-0.60,-0.61,-0.63,-0.69,-0.66,-0.75,-9.41,-6.71,-8.50,-9.17,-8.88,-11.77,0.43
0.04,9.43,0.00,1022.11,2.08,3169237.25,0.00,1038.00,12.71,-0.59,-0.60,-0.62,-0.67,-0.66,-0.75,-9.37,-6.77,-8.52,-9.21,-8.93,-11.78,0.43
0.04,9.64,0.00,1034.55,2.10,3041453.50,0.00,1026.19,13.00,-0.57,-0.60,-0.61,-0.67,-0.66,-0.75,-9.47,-6.82,-8.45,-9.08,-8.94,-11.77,0.43
0.05,10.11,0.00,979.04,2.17,3287291.75,0.00,961.86,12.80,-0.55,-0.60,-0.60,-0.67,-0.66,-0.75,-9.40,-6.87,-8.54,-9.10,-9.01,-11.75,0.42
0.05,10.27,0.00,921.14,2.20,3150523.00,0.00,951.64,13.13,-0.52,-0.60,-0.59,-0.68,-0.67,-0.75,-9.32,-6.81,-8.49,-8.99,-8.92,-11.68,0.42
0.05,9.95,0.00,832.62,2.19,3350922.75,0.00,909.24,12.62,-0.50,-0.59,-0.59,-0.68,-0.67,-0.75,-9.35,-6.92,-8.60,-9.15,-9.04,-11.73,0.42
0.05,9.80,0.00,847.45,2.18,2964392.75,0.00,912.47,12.40,-0.50,-0.59,-0.58,-0.68,-0.67,-0.75,-9.30,-7.02,-8.66,-9.18,-9.11,-11.80,0.41
0.05,9.92,0.00,790.99,2.19,3745444.50,0.00,880.32,12.09,-0.49,-0.59,-0.59,-0.67,-0.67,-0.75,-9.27,-7.09,-8.70,-9.23,-9.15,-11.74,0.41
0.05,9.70,0.00,848.41,2.19,3578254.25,0.00,908.82,11.89,-0.48,-0.60,-0.59,-0.67,-0.67,-0.75,-9.21,-7.12,-8.72,-9.29,-9.18,-11.71,0.41
0.05,9.77,0.00,824.96,2.19,3398724.50,0.00,894.30,11.78,-0.47,-0.60,-0.59,-0.67,-0.67,-0.75,-9.19,-7.21,-8.72,-9.31,-9.24,-11.73,0.41
0.05,9.70,0.00,816.35,2.19,3918841.50,0.00,890.50,11.51,-0.48,-0.59,-0.59,-0.67,-0.67,-0.76,-9.09,-7.25,-8.67,-9.31,-9.25,-11.68,0.40
0.05,9.62,0.00,826.88,2.19,3733977.25,0.00,889.28,11.27,-0.49,-0.58,-0.58,-0.68,-0.67,-0.76,-9.03,-7.37,-8.71,-9.35,-9.34,-11.72,0.40
0.04,9.96,0.00,841.71,2.21,3681215.25,0.00,932.92,10.76,-0.52,-0.58,-0.59,-0.68,-0.67,-0.76,-9.04,-7.53,-8.78,-9.45,-9.41,-11.77,0.40
0.04,8.98,0.00,886.69,2.10,4131760.25,0.00,953.51,10.47,-0.53,-0.57,-0.59,-0.68,-0.66,-0.76,-8.96,-7.62,-8.84,-9.52,-9.49,-11.79,0.40
0.05,10.10,0.00,850.32,2.18,3539362.75,0.00,978.35,10.98,-0.54,-0.56,-0.57,-0.68,-0.65,-0.76,-8.74,-7.47,-8.73,-9.36,-9.30,-11.63,0.40
0.05,8.79,0.00,916.36,2.04,3757872.75,0.00,1042.60,11.13,-0.55,-0.55,-0.57,-0.67,-0.64,-0.76,-8.57,-7.41,-8.59,-9.22,-9.18,-11.43,0.40
0.05,9.05,0.01,874.25,2.08,3539142.00,0.00,1048.09,11.24,-0.55,-0.53,-0.56,-0.67,-0.63,-0.76,-8.47,-7.41,-8.56,-9.16,-9.14,-11.38,0.40
0.05,9.09,0.00,982.39,2.08,3844712.50,0.00,1094.35,11.04,-0.55,-0.54,-0.56,-0.68,-0.63,-0.76,-8.54,-7.40,-8.57,-9.19,-9.14,-11.35,0.41
0.05,9.57,0.01,987.66,2.13,3674041.25,0.00,1078.80,11.13,-0.55,-0.53,-0.56,-0.68,-0.63,-0.76,-8.62,-7.39,-8.49,-9.24,-9.15,-11.38,0.41
0.04,9.55,0.00,934.06,2.15,3580209.50,0.00,1007.39,10.53,-0.56,-0.55,-0.56,-0.69,-0.64,-0.77,-8.82,-7.56,-8.77,-9.46,-9.42,-11.67,0.41
0.04,10.33,0.00,912.53,2.22,3853482.25,0.00,974.06,9.73,-0.55,-0.56,-0.58,-0.70,-0.66,-0.77,-9.13,-7.75,-8.89,-9.73,-9.61,-11.87,0.41
0.03,11.72,0.00,890.52,2.37,3512108.00,0.00,931.28,8.58,-0.54,-0.58,-0.59,-0.70,-0.67,-0.78,-9.37,-7.90,-9.10,-9.95,-9.87,-12.19,0.40
0.03,12.31,0.00,887.17,2.41,3990192.25,0.00,904.75,8.73,-0.51,-0.59,-0.60,-0.70,-0.68,-0.78,-9.49,-7.73,-8.98,-9.86,-9.79,-12.12,0.41
0.03,13.84,0.00,865.63,2.59,3451341.25,0.00,852.62,8.69,-0.50,-0.59,-0.60,-0.70,-0.68,-0.78,-9.53,-7.68,-8.97,-9.91,-9.82,-12.24,0.41
0.04,14.09,0.00,902.00,2.61,3672717.75,0.00,826.33,9.11,-0.47,-0.59,-0.60,-0.71,-0.69,-0.77,-9.54,-7.50,-8.84,-9.76,-9.69,-12.15,0.41
0.04,17.13,0.00,868.98,2.88,3038183.00,0.00,788.96,9.47,-0.44,-0.61,-0.58,-0.70,-0.69,-0.77,-9.64,-7.31,-8.77,-9.78,-9.65,-12.25,0.40
0.04,16.39,0.00,875.68,2.84,3509572.25,0.00,764.99,9.96,-0.43,-0.61,-0.58,-0.71,-0.70,-0.77,-9.64,-7.18,-8.65,-9.66,-9.55,-12.17,0.40
0.04,16.93,0.00,793.38,2.93,2950113.25,0.00,679.58,10.27,-0.41,-0.62,-0.58,-0.70,-0.70,-0.77,-9.75,-6.99,-8.57,-9.69,-9.51,-12.24,0.40
0.04,17.28,0.00,759.40,2.98,2987934.50,0.00,625.40,10.67,-0.40,-0.63,-0.57,-0.70,-0.70,-0.77,-9.67,-6.82,-8.50,-9.57,-9.45,-12.18,0.39
0.04,16.79,0.00,720.64,2.94,2591185.50,0.00,596.15,10.60,-0.40,-0.63,-0.57,-0.70,-0.70,-0.76,-9.72,-6.83,-8.49,-9.61,-9.47,-12.28,0.38
0.04,17.27,0.00,722.56,3.00,2808412.00,0.00,594.89,10.69,-0.40,-0.63,-0.57,-0.70,-0.70,-0.77,-9.69,-6.73,-8.52,-9.59,-9.47,-12.20,0.38
0.04,15.74,0.00,729.26,2.89,2912897.00,0.00,604.46,10.16,-0.42,-0.64,-0.57,-0.70,-0.71,-0.77,-9.81,-6.78,-8.61,-9.61,-9.52,-12.23,0.37
0.04,14.41,0.00,735.96,2.79,2861745.75,0.00,635.81,9.91,-0.43,-0.64,-0.56,-0.70,-0.71,-0.77,-9.87,-6.84,-8.68,-9.72,-9.57,-12.25,0.38
0.04,15.08,0.00,748.88,2.82,2628073.00,0.00,663.41,8.93,-0.47,-0.65,-0.56,-0.71,-0.71,-0.77,-9.85,-6.99,-8.89,-9.79,-9.68,-12.34,0.37
0.04,13.68,0.00,775.67,2.69,3278598.00,0.00,698.91,9.04,-0.47,-0.65,-0.55,-0.71,-0.70,-0.78,-9.77,-6.96,-8.85,-9.70,-9.60,-12.17,0.36
0.04,13.38,0.00,784.77,2.66,3361605.25,0.00,737.37,8.98,-0.50,-0.65,-0.55,-0.70,-0.70,-0.78,-9.72,-7.01,-8.85,-9.72,-9.58,-12.11,0.36
0.04,12.42,0.00,830.22,2.57,3412461.50,0.00,810.25,10.40,-0.50,-0.65,-0.54,-0.70,-0.70,-0.78,-9.57,-6.93,-8.73,-9.52,-9.40,-11.90,0.36
0.05,12.69,0.00,818.26,2.59,3465981.25,0.00,814.55,11.84,-0.52,-0.64,-0.53,-0.69,-0.69,-0.78,-9.19,-6.74,-8.49,-9.27,-9.15,-11.64,0.36
0.05,12.27,0.01,834.05,2.56,3085308.50,0.00,837.13,11.76,-0.53,-0.63,-0.52,-0.69,-0.70,-0.78,-9.10,-6.80,-8.44,-9.22,-9.05,-11.58,0.35
0.05,12.79,0.00,841.23,2.59,3509908.50,0.00,848.62,11.49,-0.55,-0.63,-0.52,-0.69,-0.70,-0.78,-9.09,-6.94,-8.50,-9.25,-9.11,-11.59,0.36
0.05,12.44,0.00,813.00,2.59,3604971.50,0.00,835.21,11.09,-0.55,-0.62,-0.53,-0.69,-0.70,-0.79,-9.14,-7.01,-8.49,-9.29,-9.14,-11.57,0.35
0.05,12.35,0.00,777.59,2.58,3802297.25,0.00,809.81,10.69,-0.55,-0.62,-0.54,-0.69,-0.71,-0.79,-9.03,-7.12,-8.54,-9.32,-9.16,-11.59,0.35
0.05,14.00,0.00,777.59,2.73,3457068.50,0.00,799.80,10.16,-0.54,-0.61,-0.55,-0.69,-0.72,-0.79,-9.05,-7.26,-8.49,-9.34,-9.17,-11.65,0.35
0.05,13.83,0.00,757.01,2.75,3623592.25,0.00,756.16,9.71,-0.54,-0.61,-0.55,-0.69,-0.73,-0.80,-9.02,-7.35,-8.51,-9.34,-9.20,-11.66,0.35
0.05,15.18,0.00,742.18,2.88,3684666.75,0.00,737.08,10.40,-0.51,-0.58,-0.55,-0.69,-0.73,-0.80,-8.89,-7.30,-8.36,-9.16,-9.05,-11.51,0.35
0.05,16.45,0.00,673.27,3.02,3760671.25,0.00,694.76,9.91,-0.52,-0.58,-0.56,-0.70,-0.74,-0.81,-8.82,-7.31,-8.33,-9.21,-9.06,-11.50,0.35
0.05,18.37,0.01,657.00,3.21,3701480.50,0.00,650.41,9.58,-0.50,-0.56,-0.56,-0.70,-0.75,-0.81,-8.86,-7.41,-8.35,-9.17,-9.07,-11.51,0.34
0.05,19.65,0.01,600.54,3.38,3520989.75,0.00,578.20,9.16,-0.50,-0.54,-0.57,-0.71,-0.76,-0.82,-8.85,-7.47,-8.39,-9.23,-9.12,-11.54,0.33
0.05,21.11,0.01,581.40,3.53,3778755.50,0.00,541.13,8.51,-0.49,-0.51,-0.57,-0.72,-0.77,-0.82,-8.88,-7.61,-8.46,-9.26,-9.17,-11.55,0.33
0.04,21.55,0.01,565.13,3.63,3153587.50,0.00,499.30,7.82,-0.50,-0.51,-0.59,-0.73,-0.78,-0.82,-8.94,-7.68,-8.54,-9.36,-9.30,-11.66,0.32
0.04,22.18,0.01,540.24,3.74,3590970.00,0.00,480.18,7.27,-0.50,-0.50,-0.58,-0.74,-0.79,-0.83,-9.08,-7.83,-8.60,-9.43,-9.35,-11.65,0.31
0.03,22.08,0.00,549.81,3.78,3340959.00,0.00,455.40,6.73,-0.52,-0.50,-0.58,-0.76,-0.81,-0.83,-8.95,-7.94,-8.70,-9.49,-9.40,-11.66,0.31
0.03,21.98,0.00,576.13,3.79,4098773.00,0.00,467.79,6.18,-0.53,-0.50,-0.59,-0.77,-0.82,-0.84,-9.05,-8.03,-8.74,-9.53,-9.47,-11.63,0.30
0.03,20.73,0.00,523.50,3.75,3807108.00,0.00,442.67,5.76,-0.56,-0.50,-0.60,-0.78,-0.83,-0.84,-8.95,-8.14,-8.80,-9.58,-9.55,-11.65,0.30
0.03,20.06,0.00,488.56,3.71,4342410.50,0.00,445.19,5.18,-0.58,-0.51,-0.62,-0.80,-0.84,-0.85,-9.01,-8.25,-8.93,-9.67,-9.67,-11.68,0.31
0.02,18.23,0.00,499.09,3.57,4303471.50,0.00,446.24,4.60,-0.61,-0.52,-0.64,-0.81,-0.85,-0.85,-9.04,-8.41,-9.00,-9.75,-9.73,-11.71,0.31
0.02,16.82,0.00,482.34,3.43,4925377.00,0.00,443.50,4.20,-0.63,-0.53,-0.66,-0.82,-0.86,-0.85,-9.05,-8.49,-9.08,-9.83,-9.79,-11.71,0.32
0.03,14.67,0.00,490.00,3.25,4678490.00,0.00,442.43,4.38,-0.63,-0.54,-0.67,-0.83,-0.86,-0.85,-8.72,-8.29,-8.81,-9.53,-9.52,-11.45,0.33
0.03,13.97,0.00,534.02,3.19,4910355.00,0.00,451.74,4.13,-0.64,-0.56,-0.68,-0.83,-0.86,-0.85,-8.76,-8.29,-8.74,-9.60,-9.56,-11.48,0.33
